diameter,height,shucked_weight,shell_weight,rings,sex_F,sex_M
0.33,0.11,0.1525,0.1185,8,0,0
0.37,0.11,0.1635,0.166,7,0,0
0.375,0.12,0.196,0.135,8,0,0
0.34,0.105,0.203,0.1465,9,0,0
0.385,0.13,0.2505,0.154,7,0,0
0.36,0.12,0.2465,0.147,8,0,0
0.37,0.115,0.1885,0.15,9,0,0
0.38,0.135,0.2065,0.165,8,0,0
0.38,0.145,0.205,0.1505,8,0,0
0.375,0.14,0.181,0.191,8,0,0
0.38,0.11,0.28,0.15,9,0,0
0.405,0.13,0.2245,0.225,11,0,0
0.4,0.145,0.334,0.207,8,0,0
0.4,0.12,0.347,0.195,10,1,0
0.415,0.135,0.285,0.245,10,0,0
0.42,0.15,0.2555,0.235,10,0,0
0.385,0.11,0.253,0.14,8,0,1
0.41,0.11,0.2165,0.184,8,0,0
0.415,0.14,0.308,0.168,9,0,0
0.395,0.125,0.2445,0.165,9,0,0
0.38,0.115,0.3285,0.1425,7,0,0
0.385,0.115,0.2555,0.143,10,0,0
0.415,0.12,0.2805,0.1695,9,0,0
0.405,0.145,0.3045,0.21,8,0,0
0.4,0.145,0.248,0.175,9,0,0
0.43,0.14,0.298,0.23,8,0,0
0.43,0.16,0.321,0.24,9,0,0
0.395,0.13,0.247,0.183,9,0,0
0.405,0.12,0.2715,0.1875,9,0,0
0.455,0.14,0.53,0.244,9,0,0
0.425,0.16,0.3675,0.295,9,1,0
0.395,0.135,0.2705,0.192,9,0,0
0.39,0.125,0.2525,0.19,8,0,0
0.425,0.14,0.305,0.244,10,0,0
0.43,0.14,0.2615,0.25,9,0,0
0.435,0.14,0.295,0.238,10,0,0
0.45,0.13,0.3375,0.23,6,0,0
0.435,0.14,0.341,0.214,8,0,1
0.41,0.125,0.2345,0.194,8,0,1
0.4,0.13,0.332,0.18,7,0,1
0.45,0.175,0.304,0.22,9,0,0
0.455,0.135,0.382,0.235,9,0,1
0.445,0.165,0.3455,0.279,9,0,0
0.445,0.125,0.3135,0.23,11,1,0
0.415,0.125,0.302,0.185,7,0,1
0.455,0.155,0.421,0.26,11,0,1
0.435,0.145,0.3975,0.255,9,0,0
0.45,0.16,0.415,0.246,9,0,1
0.46,0.155,0.3755,0.25,10,0,0
0.46,0.155,0.454,0.265,11,0,1
0.455,0.155,0.3585,0.277,11,0,1
0.44,0.175,0.3805,0.283,9,0,1
0.415,0.13,0.4275,0.238,13,0,1
0.44,0.12,0.382,0.234,9,1,0
0.45,0.13,0.318,0.2265,9,0,1
0.45,0.155,0.495,0.235,9,0,1
0.435,0.135,0.432,0.239,10,0,1
0.455,0.155,0.4685,0.295,11,0,1
0.445,0.145,0.3795,0.27,10,0,1
0.465,0.175,0.4735,0.35,9,1,0
0.45,0.135,0.45,0.225,10,0,0
0.45,0.135,0.3375,0.239,11,0,0
0.43,0.155,0.3485,0.22,9,1,0
0.475,0.145,0.3665,0.269,9,0,1
0.45,0.195,0.4035,0.225,9,1,0
0.5,0.165,0.37,0.3005,10,1,0
0.44,0.15,0.518,0.2795,10,0,1
0.44,0.145,0.3525,0.242,10,0,0
0.44,0.16,0.3365,0.2485,9,0,1
0.455,0.15,0.4315,0.223,10,0,1
0.47,0.135,0.4655,0.264,11,1,0
0.46,0.17,0.456,0.329,11,0,1
0.475,0.15,0.386,0.3105,10,0,1
0.465,0.16,0.466,0.298,11,1,0
0.49,0.165,0.482,0.352,10,0,0
0.455,0.145,0.334,0.3,9,1,0
0.47,0.18,0.479,0.321,10,0,1
0.48,0.14,0.4375,0.27,8,0,1
0.46,0.145,0.478,0.2985,10,1,0
0.46,0.155,0.4255,0.265,8,1,0
0.47,0.165,0.566,0.294,11,1,0
0.47,0.145,0.4435,0.285,11,0,1
0.47,0.15,0.4975,0.2685,9,0,1
0.495,0.16,0.5815,0.3225,12,1,0
0.495,0.2,0.564,0.3885,10,0,1
0.49,0.16,0.44,0.285,11,0,1
0.49,0.15,0.4605,0.355,9,0,1
0.495,0.17,0.372,0.34,11,1,0
0.495,0.195,0.579,0.5195,15,0,1
0.47,0.15,0.587,0.325,9,0,1
0.485,0.155,0.425,0.335,12,0,1
0.495,0.155,0.487,0.3215,11,0,1
0.515,0.17,0.5725,0.361,9,0,1
0.505,0.185,0.52,0.3535,10,0,1
0.445,0.16,0.46,0.304,11,1,0
0.52,0.18,0.4845,0.375,11,1,0
0.47,0.145,0.475,0.265,11,1,0
0.49,0.155,0.63,0.289,9,0,1
0.485,0.165,0.5635,0.3395,11,1,0
0.52,0.165,0.5065,0.412,11,1,0
0.505,0.155,0.594,0.345,11,1,0
0.525,0.16,0.5435,0.335,12,0,1
0.5,0.165,0.6535,0.365,12,0,1
0.515,0.165,0.5055,0.3535,10,0,1
0.53,0.165,0.4765,0.35,11,0,1
0.48,0.145,0.508,0.34,10,1,0
0.515,0.165,0.4945,0.41,10,1,0
0.49,0.135,0.488,0.2925,10,0,0
0.49,0.155,0.477,0.34,9,0,1
0.485,0.185,0.6735,0.3255,11,1,0
0.51,0.18,0.7815,0.4675,12,1,0
0.49,0.175,0.6525,0.3385,11,0,1
0.52,0.21,0.616,0.474,16,1,0
0.52,0.15,0.5495,0.3305,10,0,0
0.51,0.155,0.483,0.3645,13,1,0
0.51,0.185,0.531,0.3985,10,1,0
0.515,0.18,0.6195,0.497,11,1,0
0.525,0.175,0.5855,0.394,10,1,0
0.52,0.17,0.53,0.348,9,0,1
0.535,0.205,0.5925,0.49,10,1,0
0.51,0.175,0.5055,0.37,11,0,1
0.5,0.15,0.4625,0.3595,10,1,0
0.515,0.2,0.5115,0.436,12,0,1
0.525,0.18,0.6715,0.4,12,0,1
0.53,0.205,0.643,0.416,12,1,0
0.515,0.15,0.556,0.4115,11,0,1
0.51,0.185,0.6295,0.4245,11,1,0
0.54,0.19,0.7165,0.4715,12,0,1
0.54,0.155,0.671,0.384,10,0,1
0.535,0.155,0.6615,0.4075,10,0,1
0.55,0.18,0.6655,0.5,11,0,1
0.545,0.185,0.6645,0.4505,13,0,1
0.575,0.205,0.605,0.538,13,1,0
0.55,0.175,0.6565,0.375,12,0,1
0.55,0.195,0.675,0.535,13,0,1
0.535,0.22,0.929,0.4395,10,1,0
0.575,0.18,0.732,0.501,12,1,0
0.565,0.19,1.0815,0.503,11,0,1
0.57,0.205,0.744,0.488,11,1,0
0.55,0.195,0.83,0.44,11,1,0
0.605,0.215,0.801,0.646,13,0,1
0.13,0.04,0.0125,0.008,4,0,0
0.11,0.025,0.0075,0.006,4,0,0
0.15,0.055,0.017,0.015,5,0,0
0.21,0.075,0.053,0.03,6,0,0
0.2,0.065,0.036,0.03,7,0,0
0.215,0.06,0.031,0.03,6,0,0
0.21,0.07,0.048,0.03,5,0,0
0.21,0.06,0.056,0.03,6,0,0
0.21,0.065,0.0375,0.03,6,0,0
0.24,0.07,0.0585,0.041,6,0,0
0.25,0.07,0.0875,0.04,7,0,0
0.25,0.08,0.0695,0.0495,6,0,0
0.235,0.08,0.0725,0.0495,7,0,0
0.25,0.07,0.0715,0.046,6,0,0
0.27,0.105,0.1425,0.0735,9,0,0
0.27,0.085,0.1065,0.062,6,0,0
0.27,0.085,0.0905,0.053,7,0,0
0.28,0.08,0.105,0.065,6,0,0
0.275,0.085,0.109,0.0605,7,0,0
0.29,0.095,0.158,0.078,7,0,0
0.25,0.09,0.128,0.0805,7,0,0
0.325,0.11,0.1385,0.0925,8,0,0
0.315,0.095,0.1865,0.0985,7,0,0
0.32,0.11,0.1675,0.105,8,0,0
0.325,0.12,0.159,0.095,7,0,0
0.33,0.105,0.2575,0.129,8,0,1
0.35,0.11,0.2125,0.1375,7,0,0
0.365,0.135,0.2395,0.145,10,0,1
0.375,0.105,0.167,0.145,10,0,0
0.365,0.12,0.268,0.1365,8,0,0
0.39,0.12,0.3315,0.167,9,0,1
0.395,0.135,0.288,0.185,12,0,1
0.385,0.115,0.21,0.1535,10,0,1
0.455,0.135,0.2875,0.2035,9,0,0
0.4,0.14,0.288,0.168,9,0,1
0.41,0.13,0.3435,0.1765,9,0,1
0.43,0.15,0.325,0.196,9,1,0
0.405,0.13,0.2635,0.185,9,1,0
0.44,0.14,0.356,0.2385,11,0,1
0.47,0.15,0.381,0.2675,10,1,0
0.41,0.16,0.342,0.253,9,1,0
0.445,0.145,0.4345,0.2475,9,0,1
0.435,0.15,0.3875,0.245,10,1,0
0.46,0.16,0.513,0.2625,9,0,1
0.465,0.165,0.5165,0.275,10,0,1
0.45,0.14,0.37,0.2425,10,1,0
0.445,0.14,0.4295,0.295,12,0,1
0.49,0.16,0.465,0.341,10,0,1
0.515,0.18,0.5255,0.3925,14,1,0
0.515,0.195,0.7345,0.386,9,0,1
0.19,0.06,0.04,0.025,5,0,0
0.195,0.065,0.0475,0.0285,5,0,0
0.215,0.08,0.072,0.033,5,0,0
0.215,0.07,0.051,0.027,6,0,0
0.255,0.085,0.072,0.057,8,0,0
0.24,0.07,0.0565,0.054,8,0,0
0.28,0.1,0.1305,0.0725,8,0,0
0.295,0.1,0.14,0.082,7,0,0
0.305,0.16,0.173,0.105,7,1,0
0.31,0.09,0.138,0.087,8,0,0
0.305,0.12,0.165,0.0805,7,0,0
0.315,0.115,0.1895,0.087,6,0,0
0.305,0.115,0.162,0.11,9,0,0
0.32,0.12,0.152,0.12,8,0,0
0.35,0.13,0.2075,0.135,8,0,1
0.355,1.13,0.332,0.1335,8,1,0
0.345,0.12,0.2435,0.132,8,0,1
0.345,0.11,0.235,0.116,7,0,1
0.36,0.11,0.2665,0.121,7,0,1
0.355,0.09,0.2005,0.1275,9,0,0
0.38,0.14,0.3165,0.1955,7,1,0
0.35,0.135,0.2735,0.158,8,0,0
0.39,0.135,0.25,0.1635,8,0,1
0.37,0.11,0.271,0.139,8,0,0
0.39,0.135,0.361,0.2385,9,0,1
0.38,0.14,0.277,0.1785,8,1,0
0.385,0.13,0.3135,0.1515,7,0,1
0.385,0.1,0.246,0.1455,8,0,1
0.42,0.125,0.355,0.1795,8,0,1
0.42,0.13,0.3125,0.2035,8,1,0
0.385,0.14,0.3265,0.2365,10,1,0
0.42,0.13,0.368,0.1845,9,1,0
0.43,0.16,0.3945,0.231,9,1,0
0.41,0.13,0.4455,0.213,9,0,1
0.42,0.115,0.2925,0.209,11,0,0
0.44,0.135,0.393,0.238,9,1,0
0.45,0.12,0.418,0.2605,8,0,1
0.435,0.15,0.3485,0.192,7,1,0
0.485,0.15,0.4145,0.356,11,1,0
0.465,0.15,0.4335,0.262,9,0,1
0.47,0.19,0.492,0.3375,10,1,0
0.43,0.14,0.438,0.22,8,1,0
0.48,0.165,0.5575,0.372,8,0,1
0.49,0.16,0.493,0.2725,9,1,0
0.495,0.15,0.603,0.339,9,0,1
0.5,0.14,0.6165,0.32,8,0,1
0.525,0.21,0.818,0.4275,10,1,0
0.55,0.2,0.813,0.49,11,0,1
0.54,0.195,0.73,0.462,12,1,0
0.57,0.185,0.747,0.488,10,1,0
0.5,0.15,0.6835,0.28,10,1,0
0.585,0.22,0.9155,0.479,11,0,1
0.575,0.215,0.8565,0.602,12,1,0
0.555,0.18,0.6555,0.4935,10,1,0
0.57,0.22,0.735,0.6585,17,0,1
0.39,0.115,0.3045,0.175,8,1,0
0.425,0.13,0.2995,0.245,10,0,1
0.385,0.115,0.243,0.21,11,1,0
0.305,0.09,0.114,0.095,7,0,0
0.3,0.1,0.1545,0.095,7,0,1
0.39,0.145,0.273,0.22,11,0,1
0.33,0.08,0.134,0.125,7,0,1
0.35,0.1,0.1885,0.175,8,0,1
0.31,0.115,0.1475,0.115,10,1,0
0.29,0.1,0.1025,0.085,10,0,0
0.38,0.155,0.2655,0.215,19,0,1
0.31,0.11,0.124,0.095,9,0,0
0.29,0.1,0.1175,0.085,9,0,1
0.385,0.125,0.2175,0.165,11,1,0
0.48,0.185,0.434,0.285,10,0,1
0.455,0.155,0.416,0.365,14,0,1
0.55,0.18,0.562,0.6,15,1,0
0.535,0.225,0.7535,0.885,27,0,1
0.49,0.17,0.5185,0.335,13,0,1
0.25,0.055,0.076,0.045,5,0,0
0.355,0.08,0.2165,0.125,9,0,0
0.405,0.13,0.3265,0.175,8,0,1
0.29,0.09,0.0855,0.08,7,0,0
0.095,0.035,0.005,0.0035,4,0,0
0.13,0.045,0.0125,0.009,3,0,0
0.225,0.05,0.0675,0.045,6,0,0
0.29,0.08,0.1405,0.08,7,1,0
0.38,0.12,0.2705,0.185,8,1,0
0.37,0.125,0.201,0.145,9,0,0
0.325,0.1,0.1365,0.11,7,0,1
0.36,0.11,0.177,0.145,9,0,0
0.35,0.12,0.192,0.13,11,1,0
0.21,0.075,0.113,0.035,6,1,0
0.295,0.095,0.147,0.09,7,0,1
0.375,0.115,0.1685,0.15,8,0,1
0.4,0.125,0.2395,0.185,10,1,0
0.31,0.1,0.106,0.085,7,0,0
0.51,0.175,0.4375,0.4,12,0,1
0.47,0.15,0.359,0.245,12,0,1
0.455,0.14,0.462,0.295,9,0,1
0.24,0.08,0.08,0.055,6,0,1
0.41,0.125,0.2945,0.215,10,1,0
0.35,0.11,0.2,0.13,9,0,1
0.33,0.115,0.143,0.12,8,1,0
0.425,0.1,0.3055,0.18,12,0,1
0.425,0.125,0.361,0.335,9,1,0
0.455,0.175,0.391,0.31,10,1,0
0.465,0.18,0.405,0.295,16,1,0
0.53,0.205,0.5825,0.465,14,0,1
0.36,0.125,0.222,0.16,10,1,0
0.24,0.075,0.076,0.05,7,0,0
0.35,0.11,0.1685,0.125,9,0,0
0.37,0.105,0.2025,0.155,10,0,1
0.35,0.105,0.1575,0.135,9,0,1
0.325,0.115,0.1405,0.11,9,1,0
0.35,0.12,0.2015,0.185,11,0,1
0.375,0.135,0.186,0.17,12,0,1
0.31,0.09,0.1305,0.115,8,0,1
0.195,0.07,0.0465,0.036,7,0,1
0.355,0.11,0.1805,0.1505,10,0,1
0.585,0.19,0.8435,0.5855,18,1,0
0.3,0.115,0.1335,0.0935,8,1,0
0.2,0.075,0.0545,0.035,5,0,0
0.44,0.135,0.368,0.265,10,0,1
0.46,0.165,0.473,0.435,16,0,1
0.5,0.165,0.4915,0.49,12,0,1
0.495,0.175,0.643,0.725,17,0,1
0.42,0.195,0.3025,0.285,14,0,1
0.51,0.2,0.61,0.41,12,1,0
0.55,0.2,0.732,0.57,19,0,1
0.565,0.24,0.7245,0.885,17,1,0
0.565,0.195,0.785,0.49,11,1,0
0.47,0.15,0.377,0.29,9,1,0
0.305,0.09,0.1395,0.095,5,0,1
0.45,0.16,0.414,0.3,9,1,0
0.28,0.085,0.115,0.085,6,0,0
0.275,0.085,0.104,0.07,5,1,0
0.235,0.085,0.066,0.045,6,0,1
0.115,0.015,0.0055,0.005,4,0,0
0.21,0.075,0.055,0.04,7,0,1
0.13,0.03,0.0155,0.01,6,0,0
0.15,0.03,0.0115,0.01,5,0,0
0.465,0.125,0.3245,0.23,10,0,1
0.5,0.17,0.4805,0.355,13,1,0
0.45,0.185,0.342,0.35,12,0,1
0.45,0.17,0.414,0.405,20,1,0
0.45,0.235,0.3,0.395,14,1,0
0.48,0.2,0.358,0.34,15,1,0
0.47,0.25,0.462,0.445,14,1,0
0.42,0.165,0.358,0.445,21,1,0
0.42,0.165,0.3355,0.26,16,0,1
0.43,0.16,0.317,0.355,13,0,1
0.4,0.155,0.2345,0.35,6,0,1
0.235,0.08,0.064,0.045,6,0,0
0.34,0.12,0.193,0.13,9,0,1
0.4,0.125,0.295,0.185,9,1,0
0.385,0.135,0.2,0.26,14,0,1
0.37,0.135,0.222,0.17,12,0,1
0.37,0.14,0.243,0.195,10,1,0
0.47,0.165,0.3215,0.315,11,0,1
0.495,0.185,0.5265,0.455,15,0,1
0.485,0.165,0.419,0.3,14,1,0
0.17,0.055,0.0205,0.02,6,0,0
0.325,0.11,0.1355,0.12,13,0,0
0.215,0.08,0.037,0.045,5,0,0
0.28,0.09,0.0905,0.07,11,0,0
0.305,0.105,0.1565,0.125,10,0,0
0.19,0.08,0.0265,0.03,6,0,0
0.55,0.2,0.525,0.585,21,1,0
0.515,0.195,0.5195,0.44,13,1,0
0.49,0.215,0.4265,0.51,25,1,0
0.405,0.16,0.3445,0.295,19,0,1
0.48,0.19,0.5305,0.47,18,0,1
0.345,0.105,0.175,0.13,7,0,1
0.22,0.08,0.0565,0.042,6,0,0
0.225,0.075,0.0515,0.04,5,1,0
0.34,0.115,0.175,0.135,8,0,1
0.525,0.215,0.5115,0.665,16,1,0
0.465,0.18,0.3245,0.525,27,1,0
0.505,0.2,0.4865,0.61,18,0,1
0.47,0.195,0.387,0.35,17,0,1
0.495,0.235,0.5065,0.52,13,1,0
0.51,0.23,0.5635,0.57,17,0,1
0.325,0.12,0.165,0.155,8,1,0
0.35,0.14,0.1965,0.175,10,1,0
0.26,0.08,0.0765,0.065,7,0,0
0.415,0.13,0.276,0.25,13,1,0
0.39,0.15,0.3285,0.27,14,0,1
0.375,0.145,0.2385,0.19,13,1,0
0.46,0.145,0.3395,0.2,8,1,0
0.465,0.175,0.401,0.385,17,0,1
0.525,0.195,0.4505,0.53,13,1,0
0.455,0.18,0.296,0.39,14,1,0
0.425,0.145,0.297,0.265,9,1,0
0.475,0.155,0.356,0.28,13,0,1
0.28,0.11,0.0815,0.08,7,0,0
0.2,0.075,0.0305,0.03,7,0,0
0.39,0.175,0.267,0.215,12,1,0
0.28,0.095,0.0805,0.075,7,0,1
0.43,0.165,0.2735,0.275,13,0,1
0.4,0.165,0.2675,0.25,9,1,0
0.445,0.18,0.3575,0.295,9,1,0
0.475,0.17,0.419,0.35,17,0,1
0.45,0.165,0.3305,0.295,14,1,0
0.48,0.175,0.4125,0.415,13,0,1
0.435,0.185,0.422,0.33,15,1,0
0.465,0.19,0.3905,0.4,17,0,1
0.335,0.11,0.225,0.11,8,0,0
0.36,0.115,0.2105,0.16,8,1,0
0.315,0.125,0.068,0.125,12,0,1
0.32,0.12,0.152,0.125,11,1,0
0.38,0.135,0.1735,0.185,7,1,0
0.36,0.13,0.2105,0.165,10,0,1
0.28,0.1,0.0935,0.085,11,0,0
0.375,0.14,0.192,0.205,9,0,1
0.325,0.11,0.12,0.105,10,1,0
0.365,0.12,0.2295,0.15,9,1,0
0.27,0.09,0.083,0.075,6,0,1
0.455,0.165,0.345,0.315,12,1,0
0.59,0.2,0.654,0.415,11,0,1
0.485,0.175,0.4995,0.38,13,0,1
0.46,0.17,0.4125,0.38,14,1,0
0.5,0.2,0.639,0.36,11,1,0
0.495,0.18,0.8005,0.53,14,0,1
0.395,0.145,0.216,0.24,12,0,1
0.38,0.135,0.2505,0.175,8,0,1
0.415,0.165,0.264,0.285,13,0,1
0.335,0.115,0.166,0.135,8,0,1
0.465,0.16,0.506,0.295,13,1,0
0.46,0.175,0.3155,0.32,10,0,1
0.43,0.16,0.3625,0.27,11,0,1
0.455,0.16,0.312,0.3,17,1,0
0.51,0.15,0.581,0.32,13,1,0
0.45,0.16,0.2745,0.345,14,0,0
0.575,0.215,0.8955,0.62,13,1,0
0.51,0.175,0.5735,0.36,14,1,0
0.48,0.175,0.391,0.42,15,1,0
0.445,0.175,0.3465,0.295,13,1,0
0.45,0.16,0.3725,0.255,12,0,1
0.475,0.18,0.511,0.32,18,1,0
0.41,0.17,0.3735,0.25,14,1,0
0.51,0.21,0.6535,0.58,15,0,1
0.52,0.15,0.519,0.37,13,1,0
0.57,0.2,0.751,0.685,15,0,1
0.525,0.185,0.487,0.445,20,0,1
0.48,0.23,0.403,0.355,14,1,0
0.475,0.18,0.4345,0.425,19,1,0
0.405,0.13,0.3725,0.17,9,0,1
0.405,0.135,0.3305,0.195,10,0,1
0.375,0.13,0.226,0.155,9,0,1
0.415,0.14,0.25,0.185,8,0,0
0.385,0.13,0.3125,0.175,10,1,0
0.345,0.12,0.221,0.125,7,0,0
0.315,0.105,0.1605,0.1,9,0,0
0.33,0.1,0.1635,0.1,9,0,0
0.395,0.15,0.3235,0.195,9,1,0
0.305,0.105,0.1365,0.1,7,1,0
0.265,0.09,0.068,0.06,6,0,0
0.475,0.155,0.4305,0.285,10,1,0
0.27,0.1,0.08,0.065,6,0,0
0.375,0.12,0.2525,0.185,10,0,1
0.3,0.09,0.1545,0.095,9,1,0
0.26,0.09,0.076,0.055,6,0,0
0.425,0.12,0.3335,0.22,12,0,1
0.415,0.145,0.3325,0.285,10,1,0
0.45,0.135,0.322,0.25,13,1,0
0.36,0.12,0.2825,0.17,8,0,1
0.325,0.1,0.167,0.125,7,0,0
0.385,0.125,0.2755,0.165,8,0,0
0.405,0.13,0.277,0.21,10,1,0
0.425,0.15,0.385,0.23,10,1,0
0.375,0.13,0.2505,0.195,9,0,1
0.455,0.12,0.399,0.265,11,1,0
0.49,0.135,0.422,0.285,11,0,1
0.415,0.135,0.302,0.26,23,1,0
0.5,0.165,0.485,0.365,12,1,0
0.375,0.135,0.2225,0.23,16,1,0
0.355,0.13,0.2,0.175,11,0,1
0.375,0.13,0.2145,0.195,13,0,1
0.35,0.11,0.143,0.125,13,1,0
0.265,0.11,0.1365,0.085,7,0,1
0.24,0.07,0.0545,0.04,8,0,0
0.47,0.145,0.4035,0.34,16,0,1
0.475,0.135,0.391,0.275,14,1,0
0.435,0.15,0.293,0.27,17,0,1
0.435,0.155,0.3415,0.25,13,0,1
0.42,0.14,0.2505,0.29,13,0,1
0.385,0.135,0.251,0.2,12,1,0
0.395,0.145,0.2695,0.205,15,1,0
0.31,0.1,0.1145,0.095,10,0,0
0.395,0.135,0.213,0.215,14,0,1
0.435,0.135,0.3275,0.22,12,0,1
0.325,0.105,0.111,0.095,8,0,0
0.535,0.19,0.5775,0.475,17,1,0
0.305,0.105,0.12,0.1,10,1,0
0.345,0.115,0.0925,0.12,11,0,1
0.395,0.135,0.2465,0.2,13,0,1
0.425,0.145,0.3345,0.24,15,1,0
0.39,0.145,0.2315,0.255,15,0,0
0.345,0.115,0.1515,0.115,9,0,0
0.46,0.155,0.327,0.335,15,0,1
0.42,0.135,0.2815,0.215,9,1,0
0.55,0.22,0.566,0.445,13,0,1
0.63,0.195,0.933,0.62,23,1,0
0.49,0.15,0.425,0.36,23,0,1
0.48,0.175,0.3885,0.275,18,1,0
0.455,0.165,0.4015,0.245,11,0,1
0.485,0.195,0.6275,0.485,17,0,1
0.52,0.2,0.566,0.455,17,0,1
0.47,0.17,0.355,0.25,11,1,0
0.24,0.09,0.0605,0.045,7,0,0
0.185,0.07,0.028,0.025,6,0,0
0.125,0.055,0.009,0.008,6,0,0
0.55,0.17,0.472,0.4,21,0,1
0.565,0.195,0.638,0.565,17,1,0
0.43,0.125,0.313,0.263,13,1,0
0.4,0.13,0.3035,0.2175,11,0,1
0.43,0.165,0.376,0.2515,16,0,1
0.36,0.105,0.2035,0.149,9,1,0
0.435,0.17,0.2765,0.216,12,1,0
0.475,0.16,0.3815,0.27,19,0,1
0.53,0.19,0.548,0.42,18,0,1
0.56,0.175,0.637,0.525,17,1,0
0.495,0.15,0.4825,0.31,11,0,1
0.44,0.135,0.3805,0.28,13,0,1
0.47,0.15,0.4515,0.4,13,0,1
0.455,0.125,0.391,0.25,17,0,1
0.485,0.21,0.535,0.515,20,1,0
0.525,0.2,0.601,0.505,13,1,0
0.44,0.175,0.2985,0.265,11,1,0
0.45,0.155,0.343,0.25,12,0,1
0.525,0.205,0.5005,0.41,18,1,0
0.475,0.195,0.4635,0.305,18,0,1
0.47,0.2,0.392,0.29,15,1,0
0.505,0.165,0.4595,0.315,12,1,0
0.57,0.23,0.8665,0.5,19,0,1
0.545,0.16,0.487,0.48,15,0,1
0.595,0.225,0.8045,0.66,16,1,0
0.44,0.17,0.3545,0.3,12,0,0
0.325,0.115,0.1625,0.105,8,0,0
0.125,0.05,0.0085,0.01,3,0,1
0.325,0.11,0.145,0.11,12,1,0
0.405,0.15,0.253,0.185,12,1,0
0.335,0.11,0.1555,0.135,12,0,0
0.275,0.09,0.0725,0.07,10,0,1
0.34,0.11,0.154,0.109,8,1,0
0.41,0.155,0.2745,0.1815,12,0,0
0.325,0.115,0.1405,0.106,12,0,0
0.265,0.09,0.096,0.0735,10,1,0
0.135,0.04,0.011,0.01,5,0,1
0.115,0.025,0.009,0.0075,5,0,1
0.43,0.15,0.3225,0.215,11,0,0
0.39,0.135,0.2265,0.21,16,1,0
0.345,0.105,0.165,0.132,11,1,0
0.345,0.115,0.1905,0.14,12,1,0
0.365,0.14,0.2595,0.177,14,1,0
0.35,0.135,0.2315,0.1525,11,0,0
0.375,0.14,0.2495,0.2215,10,0,0
0.34,0.125,0.165,0.144,11,0,1
0.35,0.125,0.1585,0.1335,16,1,0
0.29,0.09,0.11,0.069,10,0,1
0.25,0.09,0.085,0.0605,10,0,1
0.22,0.09,0.057,0.043,7,0,0
0.46,0.16,0.55,0.38,14,0,0
0.475,0.17,0.4435,0.32,14,0,0
0.465,0.155,0.404,0.35,14,0,0
0.505,0.19,0.5805,0.435,17,0,0
0.385,0.155,0.3795,0.19,14,0,0
0.43,0.17,0.35,0.235,17,1,0
0.33,0.1,0.163,0.17,13,0,0
0.415,0.155,0.3,0.195,12,1,0
0.355,0.165,0.159,0.14,16,0,0
0.225,0.08,0.0535,0.045,10,0,1
0.455,0.17,0.309,0.3,15,0,0
0.515,0.145,0.5265,0.315,15,0,0
0.46,0.185,0.3515,0.32,10,1,0
0.43,0.175,0.572,0.395,12,0,0
0.485,0.17,0.4805,0.33,15,0,0
0.5,0.15,0.371,0.36,8,1,0
0.375,0.115,0.2635,0.167,10,1,0
0.395,0.12,0.2165,0.1785,9,0,0
0.245,0.095,0.0525,0.048,7,0,1
0.38,0.145,0.2935,0.17,12,1,0
0.305,0.11,0.094,0.0955,9,0,0
0.315,0.105,0.1135,0.113,10,0,1
0.315,0.125,0.1135,0.13,18,0,1
0.235,0.06,0.0415,0.04,11,0,1
0.35,0.13,0.1945,0.155,18,1,0
0.36,0.12,0.192,0.16,10,1,0
0.255,0.085,0.1,0.06,13,0,1
0.415,0.16,0.2105,0.26,15,0,0
0.365,0.13,0.1905,0.1475,12,1,0
0.315,0.11,0.1255,0.095,10,1,0
0.2,0.065,0.044,0.03,6,0,1
0.45,0.17,0.358,0.26,13,0,0
0.435,0.155,0.2715,0.285,14,0,0
0.19,0.075,0.0445,0.03,6,0,1
0.385,0.125,0.289,0.18,10,1,0
0.255,0.095,0.081,0.07,9,0,1
0.38,0.14,0.1775,0.185,11,0,0
0.5,0.18,0.529,0.485,18,1,0
0.485,0.165,0.4255,0.38,11,1,0
0.515,0.18,0.54,0.555,16,1,0
0.5,0.18,0.5485,0.49,16,0,0
0.38,0.135,0.208,0.22,14,1,0
0.4,0.16,0.2515,0.3,23,0,1
0.24,0.095,0.062,0.055,9,0,0
0.4,0.17,0.258,0.28,16,1,0
0.255,0.1,0.071,0.06,9,1,0
0.355,0.125,0.2025,0.145,13,0,1
0.415,0.17,0.339,0.255,10,0,1
0.355,0.125,0.186,0.145,9,0,1
0.335,0.14,0.1785,0.14,11,1,0
0.355,0.14,0.2125,0.14,9,0,1
0.38,0.135,0.2295,0.18,12,0,1
0.435,0.17,0.2875,0.28,14,1,0
0.205,0.08,0.036,0.03,6,0,0
0.265,0.09,0.0745,0.06,7,1,0
0.285,0.105,0.1125,0.0835,9,1,0
0.33,0.125,0.186,0.145,10,1,0
0.26,0.09,0.0725,0.06,10,0,1
0.305,0.105,0.0975,0.096,9,0,1
0.2,0.08,0.0395,0.032,8,0,0
0.2,0.065,0.0385,0.027,5,0,0
0.17,0.065,0.023,0.022,6,0,0
0.18,0.06,0.028,0.0225,5,0,0
0.185,0.065,0.027,0.0225,5,0,0
0.145,0.05,0.0125,0.011,4,0,0
0.47,0.17,0.3975,0.358,20,1,0
0.35,0.14,0.2025,0.19,14,0,1
